id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
2064869550128842301,1,14102407,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,094d7b09,be87996b,1,2,22259,320,50,2545,0,39,100084,221
839509431243389090,0,14102805,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5d486d65,8a4875bd,1,0,22683,320,50,2528,0,39,100075,221
16133272731329219554,0,14102713,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,244f6bc8,8a4875bd,1,0,15708,320,50,1722,0,35,100084,79
8243980523736522392,0,14102517,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,f36f6866,7fdd04d2,1,2,6558,320,50,571,2,39,100050,32
15870697462273606183,0,14102913,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d5c9d05d,496515fa,1,3,21189,320,50,2424,1,175,100193,71
11865385447863590362,0,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,f5cb1a67,99e427c9,1,0,20508,320,50,2351,3,163,-1,61
2907783515757277594,0,14103015,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e33295f9,d787e91b,1,0,22257,320,50,2545,0,431,100084,221
1838743188633346066,0,14102411,1005,0,6ec06dbd,d262cf1e,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,f6ea563a,5ec45883,1,0,19771,320,50,2227,0,679,100077,48
61578850252512902,0,14102609,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bd026548,3e7932d7,1,0,20251,320,50,2323,0,687,100081,48
12957140808731444231,0,14102715,1002,0,e7a92cc6,7e1e7bdf,50e219e0,ecad2386,7801e8d9,07d7df22,e5799dd5,b5bcd6bc,08ac11ab,0,0,22703,320,50,2624,0,35,100077,221
57084376103523735,1,14102208,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e5ec8e20,5db079b5,1,2,18093,320,50,2060,3,39,-1,23
11536946452542595831,0,14102104,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cee38e07,1b01c4ed,1,0,19950,320,50,1800,3,167,100074,23
564158477567112544,0,14102105,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,92be2e26,375c3d47,1,0,15699,320,50,1722,0,35,100084,79
12945597955444980886,0,14102707,1005,0,a2514528,d4dd42d3,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,22e328fb,cebbcb2d,1,0,16615,320,50,1863,3,39,-1,23
11895009288706108882,1,14102802,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,829570e7,f3e8d367,95a0fb49,1,0,17016,320,50,1873,3,39,100050,23
17015155740182309981,0,14103017,1005,0,85f751fd,c4e18dd6,50e219e0,57678e1f,2347f47a,0f2161f8,16602869,982c48d2,8a4875bd,1,0,23730,300,250,2717,2,47,100119,23
17193044132191001429,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,73c5810f,7801e8d9,0f2161f8,f5cab488,d1d70822,aaffed8f,1,0,21790,320,50,2513,3,35,-1,68
17653310299846647705,0,14102406,1005,0,84a1d3d2,34d2f578,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9a2219c1,1f0bc64f,1,0,16615,320,50,1863,3,39,-1,23
2873282853852184761,0,14102417,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bf353721,c34c4173,1,0,17262,320,50,1872,3,39,100128,23
8752902941499152998,0,14102523,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ea9edeb5,76dc4769,1,0,20108,320,50,2299,2,1327,-1,52
12306396722902416439,0,14102209,1002,0,2ac7ba12,cfb26b56,50e219e0,ecad2386,7801e8d9,07d7df22,32fcf99e,1c2f48d7,43e7b962,0,0,6360,300,50,544,3,39,-1,23
8025752442594050922,0,14102910,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b61ba20b,c6263d8a,1,0,22676,320,50,2616,0,35,-1,51
8435735442439932692,0,14102316,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d31b8116,24f6b932,1,0,15708,320,50,1722,0,35,-1,79
8877504421530770050,0,14102612,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,134a2c8b,0bcabeaf,1,3,21189,320,50,2424,1,161,100192,71
8376728356042069295,1,14102808,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,ac1ef4c3,d787e91b,1,0,23143,320,50,2665,0,34,-1,221
17194437352979363032,0,14102707,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a1e99bce,04f5b394,1,0,22676,320,50,2616,0,35,-1,51
11002941600344690262,0,14102913,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9675f54c,8a4875bd,1,0,15706,320,50,1722,0,35,100083,79
12301344235994590187,0,14102611,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1a8bc2ee,779d90c2,1,0,20108,320,50,2299,2,1327,-1,52
13761390549524119156,0,14102112,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,98539e8c,7abbbd5c,1,0,21732,320,50,2502,0,35,-1,221
5651640472501595426,0,14102718,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,eec6d022,6aeaa62b,fa61e8fe,1,0,17016,320,50,1873,3,39,-1,23
5269194636751932558,0,14103014,1005,0,1b581e08,fba7221d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,43780a56,d7bc6ccb,1,0,24036,320,50,2755,0,303,100075,76
3121179012097170171,0,14102301,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f57317b8,8a4875bd,1,0,21762,320,50,2502,0,35,-1,221
7050849481250226789,0,14102905,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a8070759,514f9df0,2db63e92,1,0,22798,320,50,2645,3,35,-1,23
18051847008728550526,0,14102813,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f443abcc,d1e96fc0,1,0,22742,320,50,2637,3,35,100188,23
11175521849472829716,0,14102307,1005,0,7c6576be,d00b8121,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,349c8583,01634391,1,0,19772,320,50,2227,0,679,100077,48
17758751144692656144,0,14102215,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1ee6ac2a,7abbbd5c,1,0,18095,320,50,2060,3,39,100105,23
17066102282390288109,0,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,ffe50d3e,1f0bc64f,1,0,19493,320,50,2229,0,687,100031,48
5312366320440937139,0,14102619,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,31b9ed3c,a1d31c50,1,0,17747,320,50,1974,2,39,-1,33
7539503269597868071,1,14102414,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4f13cc70,779d90c2,1,0,17753,320,50,1993,2,1063,-1,33
5506614482581189420,0,14102323,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ec73cce0,779d90c2,1,0,17037,320,50,1934,2,39,-1,16
4648626050387911566,0,14102316,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,65f77e24,64902b86,158e4944,1,2,15699,320,50,1722,0,35,100084,79
4216805818214109322,0,14102416,1005,1,cbb01868,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cd7be949,1ccc7835,1,0,19950,320,50,1800,3,167,100076,23
1572667196781172143,1,14102113,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1c80a46a,1f0bc64f,1,0,21763,320,50,2502,0,35,100084,221
16158109361023594322,1,14102107,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7b47de74,779d90c2,1,0,20352,320,50,2333,0,39,-1,157
12692791894675258121,1,14102816,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,f89dc79b,d787e91b,1,0,21412,320,50,2467,2,167,100081,23
17534103599881883047,0,14102208,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,acd3df5b,9801dcd7,1,0,21770,320,50,2507,0,35,100176,157
10071468012391270850,0,14102405,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,79e904d3,f87e93a5,1,0,15704,320,50,1722,0,35,-1,79
4837784486531286325,1,14102819,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4e626c34,1f0bc64f,1,0,17264,320,50,1872,3,39,-1,23
17530613005548632161,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,5997c618,496515fa,1,3,21189,320,50,2424,1,161,100193,71
4312767618864640685,0,14102111,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b8201ad,4ceb2e0b,1,0,21760,320,50,2502,0,35,100084,221
1832408310346757528,0,14102617,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e7b24ad4,be87996b,1,2,15708,320,50,1722,0,35,100084,79
1548510308844053793,1,14102409,1005,1,d43e62fb,2c5a2165,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,517c6fea,28dba53a,1,0,19772,320,50,2227,0,679,100077,48
12562638941214535234,0,14102713,1005,0,0ae8f59e,e93c2f77,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fbd7a94d,cc1e3ed4,1,0,6392,320,50,547,3,47,-1,23
7463405897323417607,0,14102106,1002,0,887a4754,e3d9ca35,50e219e0,ecad2386,7801e8d9,07d7df22,e211eef5,a0d7da12,911a3c09,0,0,17081,320,50,1921,3,47,100077,23
14000081992959722346,0,14102514,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,333d5364,e1eae715,1,3,21191,320,50,2424,1,161,100192,71
887536592977018628,0,14102616,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,54596751,c6263d8a,1,0,17653,300,250,1994,2,39,-1,33
18140528232517355454,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,22c58e76,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
4849574869808088130,0,14102206,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,53073f83,a0f5f879,1,0,19950,320,50,1800,3,167,-1,23
6097369923510650752,0,14102315,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7c01bc60,1b4a6f26,1,0,20995,320,50,2369,0,809,100111,46
3436419632002115474,0,14102323,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,637decc5,84ebbcd4,1,0,20359,216,36,2333,0,39,-1,157
1100538951795410280,0,14102120,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dc7d48b2,a9e0c3ab,1,0,21762,320,50,2502,0,35,100084,221
18324204275757684097,0,14102822,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c28a07f7,cd5b1559,1,2,22602,320,50,2609,3,167,-1,23
943005151870378140,0,14102215,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d0ef962c,0989142d,1,0,15703,320,50,1722,0,35,-1,79
9924132048465755301,0,14102815,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,3900e025,ebc7f1cd,ecb851b2,1,0,22817,320,50,2648,3,35,100148,23
2942971925753240603,0,14102810,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,654f0f59,a5bce124,1,0,20633,320,50,2374,3,39,-1,23
10939987679717876672,1,14102816,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1785f863,8a4875bd,1,0,17014,320,50,1872,3,39,-1,23
11678474847326380591,0,14102415,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,e77c1b22,981edffc,1,2,21191,320,50,2424,1,161,100189,71
4628333765683759062,0,14102314,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b79e1ece,4c8aeb60,1,0,15701,320,50,1722,0,35,-1,79
4161038079169701360,0,14102721,1005,0,14c5faa4,30518255,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dddaa935,d6e0e6ff,1,0,17239,320,50,1973,3,39,100141,23
7641853361249867170,0,14102615,1002,0,2824a42d,1ee12512,50e219e0,ecad2386,7801e8d9,07d7df22,2ff7dcd3,bf7e013b,3bbc7da2,0,0,22292,320,50,2573,0,419,-1,178
14209020610188908915,1,14102110,1005,0,d7714196,452bed30,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b3b186c6,d787e91b,1,0,16858,320,50,1887,3,39,100194,23
1548664492219058945,1,14102700,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57fba054,5db079b5,1,2,17262,320,50,1872,3,39,-1,23
9201795671458274174,0,14103009,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ae4e8734,1f0bc64f,1,0,23161,320,50,2667,0,35,-1,221
11343927443702692139,0,14102123,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,72ff1f91,1c6a881d,1,2,21757,320,50,2502,0,35,100084,221
14819268601559019406,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,93180936,3bb1ddd7,1,0,9248,320,50,768,3,175,100156,42
5448213250634657755,0,14102218,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,89ab2a18,421872ab,1,0,19276,320,50,1447,2,47,-1,13
11333947155864934168,0,14102406,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e9dd0de2,8a4875bd,1,0,21731,320,50,2502,0,39,100084,221
14747717012690693308,1,14102104,1005,0,e9ca7d40,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7f4fe8d4,0eb711ec,1,0,17653,300,250,1994,2,39,100084,33
1015909494357017737,0,14103016,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9907f5a8,4f3e064a,1,0,22815,320,50,2647,2,39,100148,23
786624092913006860,0,14102903,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,d6ba92c7,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
2867100918269412114,0,14102204,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,e1028d63,b4b19c97,1,0,21706,320,50,2498,3,41,100111,61
11030401857584013775,1,14102712,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,3f60a981,c6520046,1,0,20634,320,50,2374,3,39,-1,23
17453828399666318130,0,14103006,1002,0,56c2fd20,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,aaed62bc,45736ce4,0e88538f,0,0,18858,320,50,1882,3,35,100141,13
5239363037724168206,0,14102213,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,45eb2f83,836d2439,1,0,19016,300,250,2162,2,39,-1,33
16102837381188892938,0,14102305,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c7549467,915cb819,1,0,22006,320,50,2535,0,675,-1,48
16191279593880096964,0,14103015,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c096550d,1aa0e912,1,0,22676,320,50,2616,0,35,-1,51
16877668740654136684,0,14102106,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3dac7503,be6db1d7,1,0,20005,320,50,2283,0,163,100076,95
10250199773166937002,0,14102604,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7b54a3c1,d4897fef,1,0,16208,320,50,1800,3,167,100079,23
12482864053870982100,0,14102512,1005,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c88dcafa,d787e91b,1,0,8330,320,50,761,3,175,100081,23
9710014982719992753,1,14102616,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3be77355,8f5c9827,1,0,19771,320,50,2227,0,935,100077,48
18239980073112428640,0,14102507,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1b97ae34,4ea23a13,1,0,17653,300,250,1994,2,39,-1,33
2725015475377741838,0,14102410,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,51cf3763,8a4875bd,1,0,16920,320,50,1899,0,431,-1,117
8168901003044119127,0,14102706,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e09ed0b8,88fe1d5d,1,0,21153,320,50,2420,2,35,-1,69
6248931738106916475,0,14102304,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2bb4af67,9bbdb88c,1,0,9478,320,50,906,3,1451,100156,61
9338004119903620678,0,14102703,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a1590e0d,d4897fef,1,0,19950,320,50,1800,3,167,100077,23
2778813048382485788,0,14102702,1002,0,cf3a1767,98acf46c,50e219e0,ecad2386,7801e8d9,07d7df22,63df274b,eaab332f,43e7b962,0,0,6365,300,50,544,3,39,100075,23
11612556787932314785,0,14103022,1005,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,116e4cf3,aaffed8f,1,0,23866,320,50,2736,0,33,100170,246
3960439216665320003,0,14103017,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,8a4875bd,1,0,15701,320,50,1722,0,35,-1,79
3835117780822325673,0,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,263d9925,e7725e37,1f0bc64f,1,2,23143,320,50,2665,0,35,-1,221
16503763282902057865,0,14102900,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,adf9efb9,5096d134,1,0,22676,320,50,2616,0,35,-1,51
13607990056271588723,0,14102202,1005,0,7c6576be,d00b8121,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2878d33a,46d98882,1,0,19772,320,50,2227,0,679,100074,48
9890852034895659886,0,14102717,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,45015087,88fe1d5d,1,0,19771,320,50,2227,0,935,100081,48
2624217638192433178,0,14102219,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b6f510b9,b4e5827b,1,2,21816,320,50,2519,1,171,100191,71
11685294984747350530,0,14102115,1002,0,af54f1b7,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,7ab14f42,8f73f984,89223f97,0,0,21790,320,50,2513,3,35,100075,68
3645622821912375385,0,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,94bd5fdd,76dc4769,1,0,15705,320,50,1722,0,35,100084,79
