label,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22
0,1,10,72,3624,7907,7931,12997,13304,13335,503997,1535649,1541001,1541007,1541135,1543495,1543504,1543528,1543945,1543950,1544018,1544188,1544255
0,1,9,18,3582,7908,7931,12997,13304,13335,292164,1534485,1541001,1541007,1541030,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544270
0,1,9,21,3584,7909,7931,12997,13304,13335,912633,1535676,1541001,1541007,1541091,1543496,1543505,1543558,1543947,1543951,1544018,1544187,1544252
0,1,9,66,3617,7909,7931,12997,13304,13335,291516,1535215,1541001,1541007,1541703,1543495,1543504,1543640,1543947,1543954,1544018,1544204,1544252
0,1,9,17,3581,7906,7939,12998,13307,13335,1131132,1535454,1541001,1541009,1541047,1543495,1543504,1543533,1543945,1543950,1544018,1544188,1544252
0,1,9,65,3628,7913,7931,12997,13304,13335,1184746,1534410,1541001,1541007,1541900,1543495,1543504,1543675,1543945,1543957,1544018,1544188,1544255
0,1,9,18,3582,7908,7931,12997,13304,13335,291516,1534527,1541001,1541007,1541030,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544269
0,1,9,18,3582,7908,7931,12997,13304,13335,291663,1535739,1541001,1541007,1541030,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544257
0,1,9,17,3581,7906,8345,12998,13305,13334,327642,1534409,1541001,1541007,1541386,1543496,1543505,1543573,1543947,1543954,1544047,1544187,1544257
0,1,10,25,3589,7907,7931,12997,13304,13335,444655,1534899,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543960,1544023,1544190,1544260
0,1,10,19,3583,7907,7931,12997,13304,13335,1500789,1534480,1541001,1541007,1541179,1543495,1543504,1543545,1543947,1543952,1544018,1544187,1544249
0,1,9,350,3837,7912,7931,12997,13304,13335,291516,1534454,1541001,1541007,1541083,1543495,1543504,1543531,1543945,1543951,1544018,1544193,1544254
0,1,9,17,3581,7906,7945,13006,13305,13335,1063473,1534503,1541001,1541007,1541547,1543495,1543504,1543778,1543946,1543981,1544039,1544192,1544251
1,1,9,223,3748,7907,7931,12997,13304,13335,315108,1534713,1541001,1541007,1541545,1543495,1543504,1543615,1543945,1543964,1544018,1544223,1544252
0,3,10,17,3581,7906,7947,12997,13305,13334,343443,1535588,1541003,1541007,1541027,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544257
0,1,9,91,3632,7907,7931,12997,13304,13335,291516,1534469,1541001,1541007,1541037,1543495,1543504,1543543,1543946,1543950,1544018,1544201,1544265
0,2,9,119,3674,7906,7931,12997,13304,13334,291516,1534446,1541002,1541007,1541339,1543496,1543504,1543597,1543946,1543951,1544023,1544187,1544258
1,1,9,18,3582,7908,7931,12997,13304,13335,291517,1534450,1541001,1541008,1541022,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544259
0,1,9,21,3584,7909,7931,12997,13304,13335,293535,1534410,1541001,1541007,1541039,1543496,1543505,1543526,1543947,1543951,1544025,1544195,1544270
0,1,10,41,3603,7907,7931,12997,13304,13335,1035076,1534413,1541001,1541007,1541021,1543495,1543504,1543517,1543946,1543952,1544022,1544187,1544262
1,1,9,389,3862,7909,7931,12997,13304,13335,309619,1534460,1541001,1541007,1541042,1543495,1543504,1543551,1543945,1543965,1544024,1544202,1544263
0,1,10,35,3599,7909,7931,12997,13304,13335,1411844,1534409,1541001,1541007,1541021,1543495,1543504,1543517,1543946,1543952,1544029,1544187,1544254
0,1,9,17,3581,7906,7953,12998,13308,13334,291516,1534411,1541001,1541009,1541119,1543495,1543504,1543556,1543946,1543967,1544018,1544199,1544248
0,1,9,129,3668,7907,7931,12997,13304,13335,436530,1534624,1541001,1541007,1541282,1543495,1543504,1543647,1543945,1543968,1544023,1544216,1544251
0,1,10,19,3583,7907,7931,12997,13304,13335,291516,1534434,1541001,1541007,1541069,1543495,1543504,1543563,1543946,1543954,1544045,1544197,1544260
0,1,9,17,3581,7906,7932,12999,13305,13335,361273,1534431,1541001,1541009,1541014,1543495,1543504,1543515,1543948,1543953,1544031,1544191,1544249
1,1,10,19,3583,7907,7931,12997,13304,13335,291516,1534415,1541001,1541007,1541072,1543495,1543504,1543539,1543946,1543963,1544039,1544197,1544255
0,3,10,17,3581,7906,8052,12997,13305,13334,562822,1534428,1541003,1541007,1541075,1543495,1543504,1543547,1543946,1543954,1544018,1544206,1544250
0,1,10,19,3583,7907,7931,12997,13304,13335,651592,1534409,1541001,1541007,1541064,1543495,1543504,1543568,1543947,1543951,1544018,1544205,1544270
0,1,9,17,3581,7906,7948,13002,13305,13335,391656,1534436,1541001,1541007,1541228,1543495,1543504,1543617,1543945,1543988,1544078,1544210,1544270
0,1,9,17,3581,7906,7948,13002,13305,13335,291516,1534563,1541001,1541007,1541013,1543495,1543504,1543519,1543946,1543956,1544021,1544192,1544248
0,1,9,17,3581,7906,7951,12998,13305,13335,294006,1534698,1541001,1541008,1541034,1543495,1543504,1543522,1543945,1543950,1544018,1544193,1544248
0,1,9,18,3582,7908,7931,12997,13304,13335,291516,1534417,1541001,1541007,1541163,1543495,1543504,1543520,1543945,1543950,1544018,1544188,1544261
0,1,9,17,3581,7906,7977,12998,13308,13335,1156157,1534470,1541001,1541007,1541049,1543495,1543504,1543523,1543946,1543951,1544018,1544187,1544268
1,2,9,17,3581,7906,8478,12997,13304,13334,291516,1536580,1541002,1541007,1541727,1543496,1543504,1543556,1543946,1543967,1544018,1544199,1544251
0,1,9,17,3581,7906,7936,13004,13306,258868,765666,1534467,1541001,1541007,1542597,1543495,1543504,1543852,1543946,1544004,1544018,1544220,1544256
0,1,9,38,3601,7907,7931,12997,13304,13335,297199,1534506,1541001,1541007,1541190,1543495,1543504,1543586,1543948,1543969,1544018,1544200,1544248
0,1,10,259,3771,7909,7931,12997,13304,13335,614040,1534487,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543960,1544023,1544190,1544254
0,1,10,84,3610,7909,7931,12997,13304,13335,320609,1534412,1541001,1541007,1541020,1543495,1543504,1543530,1543946,1543958,1544024,1544187,1544249
0,1,9,18,3582,7908,7931,12997,13304,13335,315025,1534423,1541001,1541007,1541024,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544253
0,1,9,17,3581,7906,7934,13001,13305,13335,294215,1534443,1541001,1541007,1541013,1543495,1543504,1543519,1543946,1543956,1544021,1544192,1544267
0,1,9,18,3582,7908,7931,12997,13304,13335,639385,1534420,1541001,1541007,1541027,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544249
0,1,10,84,3610,7909,7931,12997,13304,13335,838405,1534474,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543960,1544022,1544190,1544254
0,1,9,17,3581,7906,8019,12998,13308,13335,764112,1534735,1541001,1541007,1541420,1543495,1543504,1543698,1543946,1543951,1544028,1544187,1544250
0,1,9,45,3594,7908,7931,12997,13304,13335,976567,1534419,1541001,1541007,1541070,1543495,1543504,1543566,1543947,1543950,1544064,1544212,1544252
0,1,9,99,3649,7907,7931,12997,13304,13335,291516,1534616,1541001,1541007,1541132,1543495,1543504,1543561,1543946,1543951,1544018,1544187,1544249
0,1,9,17,3581,7906,7932,12999,13305,13335,292403,1534442,1541001,1541009,1541014,1543495,1543504,1543515,1543948,1543953,1544027,1544191,1544250
0,1,9,28,3588,7907,7931,12997,13304,13335,363572,1535890,1541001,1541008,1541430,1543495,1543504,1543644,1543947,1543950,1544018,1544204,1544258
0,1,10,31,3595,7907,7931,12997,13304,13335,310622,1534412,1541001,1541007,1541502,1543495,1543504,1543580,1543947,1543952,1544024,1544187,1544255
0,1,10,30,3593,7907,7931,12997,13304,13335,337267,1534448,1541001,1541007,1541057,1543495,1543504,1543521,1543945,1543951,1544018,1544188,1544253
0,1,9,155,3588,7913,7931,12997,13304,13335,291516,1534547,1541001,1541008,1541880,1543496,1543505,1543619,1543945,1543958,1544035,1544191,1544260
1,1,9,18,3582,7908,7931,12997,13304,13335,293066,1534409,1541001,1541007,1541163,1543495,1543504,1543520,1543945,1543950,1544025,1544188,1544271
0,1,9,247,3766,7910,7931,12997,13304,13335,291516,1534967,1541001,1541007,1541041,1543495,1543504,1543544,1543946,1543950,1544018,1544207,1544261
0,1,9,17,3581,7906,8138,12998,13313,13382,301442,1534410,1541001,1541009,1541022,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544267
0,1,10,22,3586,7907,7931,12997,13304,13335,291516,1534680,1541001,1541007,1541070,1543495,1543504,1543566,1543947,1543950,1544018,1544212,1544263
0,1,10,20,3585,7907,7931,12997,13304,13335,293104,1534420,1541001,1541007,1541046,1543495,1543504,1543532,1543947,1543962,1544025,1544195,1544268
0,2,9,227,3703,7906,7931,12997,13304,111460,433045,1534904,1541002,1541007,1541147,1543495,1543504,1543564,1543946,1543951,1544022,1544187,1544254
0,1,10,47,3583,7907,7931,12997,13304,13335,291552,1534561,1541001,1541007,1541072,1543495,1543504,1543539,1543946,1543963,1544026,1544197,1544260
0,1,9,17,3581,7906,7934,13001,13305,13335,1163116,1534703,1541001,1541007,1541286,1543495,1543504,1543653,1543948,1543953,1544035,1544191,1544254
0,1,9,21,3584,7909,7931,12997,13304,13335,382998,1534512,1541001,1541007,1541323,1543496,1543505,1543594,1543945,1543950,1544019,1544188,1544248
0,3,10,17,3581,7906,7964,12997,13305,15848,344220,1537386,1541003,1541007,1541041,1543495,1543504,1543544,1543946,1543950,1544018,1544207,1544266
1,1,9,17,3581,7906,7933,13000,13305,13334,291516,1534430,1541001,1541007,1541245,1543495,1543504,1543591,1543947,1543951,1544018,1544194,1544254
0,1,9,20,3585,7907,7931,12997,13304,13335,299797,1534415,1541001,1541007,1541125,1543495,1543504,1543520,1543945,1543951,1544018,1544188,1544249
0,1,9,18,3582,7908,7931,12997,13304,13335,292084,1534415,1541001,1541007,1541491,1543495,1543504,1543593,1543945,1543950,1544018,1544188,1544251
0,1,9,17,3581,7906,7932,12999,13305,13335,316777,1534431,1541001,1541009,1541015,1543495,1543504,1543515,1543948,1543953,1544033,1544191,1544254
0,1,9,17,3581,7906,7935,12998,13308,13335,291944,1534410,1541001,1541007,1541060,1543495,1543504,1543540,1543945,1543950,1544018,1544188,1544249
1,1,10,19,3583,7907,7931,12997,13304,13335,987087,1534416,1541001,1541007,1541102,1543495,1543504,1543538,1543947,1543950,1544020,1544187,1544271
0,1,9,39,3584,7909,7931,12997,13304,13335,312056,1534424,1541001,1541007,1541077,1543496,1543505,1543550,1543947,1543951,1544018,1544195,1544258
0,1,9,17,3581,7906,7987,13002,13305,13335,291516,1534607,1541001,1541007,1541013,1543495,1543504,1543519,1543946,1543972,1544021,1544192,1544259
0,1,9,17,3581,7906,7942,12998,13305,13335,375993,1535796,1541001,1541007,1541034,1543495,1543504,1543522,1543945,1543950,1544018,1544193,1544249
0,1,10,60,3623,7907,7931,12997,13304,13335,834477,1535026,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543960,1544023,1544190,1544252
0,1,10,19,3583,7907,7931,12997,13304,13335,374648,1534714,1541001,1541007,1541129,1543495,1543504,1543538,1543947,1543951,1544020,1544187,1544256
0,1,9,18,3582,7908,7931,12997,13304,13335,291529,1534494,1541001,1541007,1541028,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544253
0,1,9,17,3581,7906,7937,13005,13305,13335,333233,1534548,1541001,1541008,1541487,1543495,1543504,1543601,1543946,1543979,1544118,1544187,1544263
0,2,9,283,3738,7906,7931,12997,13304,61185,416474,1534852,1541002,1541007,1541499,1543495,1543504,1543580,1543947,1543952,1544029,1544187,1544253
0,2,9,380,3581,7906,7931,12997,13304,213256,356039,1534484,1541002,1541007,1541231,1543495,1543504,1543579,1543946,1543950,1544074,1544204,1544261
0,3,10,17,3581,7906,7947,12997,13305,13334,988582,1535346,1541003,1541008,1541329,1543495,1543504,1543722,1543945,1543957,1544018,1544200,1544269
0,1,10,19,3583,7907,7931,12997,13304,13335,475454,1538198,1541001,1541007,1541261,1543497,1543506,1543563,1543946,1543954,1544041,1544197,1544252
0,1,9,18,3582,7908,7931,12997,13304,13335,311112,1534472,1541001,1541007,1541036,1543495,1543504,1543542,1543945,1543950,1544018,1544198,1544254
1,1,9,17,3581,7906,7937,13005,13305,13335,319440,1534549,1541001,1541007,1541085,1543495,1543504,1543534,1543945,1543950,1544028,1544188,1544250
0,1,9,28,3588,7907,7931,12997,13304,13335,294653,1535260,1541001,1541007,1541352,1543495,1543504,1543600,1543945,1543985,1544021,1544210,1544256
0,1,10,32,3596,7907,7931,12997,13304,13335,664046,1534412,1541001,1541007,1541389,1543495,1543504,1543521,1543945,1543950,1544022,1544188,1544263
0,1,9,29,3592,7907,7931,12997,13304,13335,291516,1534849,1541001,1541007,1541024,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544255
0,1,9,43,3605,7908,7931,12997,13304,13335,397590,1534772,1541001,1541007,1541132,1543495,1543504,1543561,1543946,1543951,1544018,1544187,1544267
0,1,9,506,3964,7907,7931,12997,13304,13335,338310,1534438,1541001,1541007,1541239,1543496,1543505,1543626,1543946,1543951,1544024,1544187,1544255
0,1,10,24,3583,7907,7931,12997,13304,13335,291519,1534561,1541001,1541007,1541072,1543495,1543504,1543539,1543946,1543963,1544026,1544197,1544266
1,1,10,26,3590,7907,7931,12997,13304,13335,291516,1534487,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543961,1544022,1544190,1544252
1,1,9,20,3585,7907,7931,12997,13304,13335,291648,1534427,1541001,1541007,1541121,1543495,1543504,1543572,1543946,1543954,1544018,1544187,1544257
1,1,10,30,3593,7907,7931,12997,13304,13335,423866,1534447,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543959,1544029,1544190,1544256
0,1,9,17,3581,7906,7981,12998,13305,13335,291870,1534469,1541001,1541007,1541073,1543495,1543504,1543576,1543945,1543964,1544048,1544211,1544269
0,1,9,18,3582,7908,7931,12997,13304,13335,291527,1534409,1541001,1541007,1541023,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544257
0,1,10,50,3612,7907,7931,12997,13304,13335,291516,1534487,1541001,1541007,1541016,1543495,1543504,1543516,1543945,1543960,1544023,1544190,1544248
0,1,9,27,3591,7907,7931,12997,13304,13335,440576,1534447,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543960,1544023,1544190,1544259
0,1,10,22,3586,7907,7931,12997,13304,13335,597265,1534409,1541001,1541007,1541100,1543495,1543504,1543528,1543945,1543952,1544022,1544188,1544265
0,1,9,17,3581,7906,7944,12998,13307,13335,291516,1534430,1541001,1541007,1541302,1543495,1543504,1543591,1543947,1543951,1544018,1544194,1544248
0,1,9,82,3642,7909,7931,12997,13304,13335,539325,1534783,1541001,1541007,1541079,1543495,1543504,1543531,1543945,1543951,1544018,1544193,1544259
0,1,9,21,3584,7909,7931,12997,13304,13335,291981,1534743,1541001,1541007,1541038,1543496,1543505,1543526,1543947,1543951,1544018,1544195,1544257
0,1,10,87,3644,7907,7931,12997,13304,13335,1523711,1534449,1541001,1541007,1541215,1543495,1543504,1543553,1543945,1543957,1544018,1544209,1544262
1,1,9,40,3584,7909,7931,12997,13304,13335,291628,1534460,1541001,1541007,1541323,1543496,1543505,1543594,1543945,1543950,1544018,1544188,1544250
0,1,9,48,3594,7910,7931,12997,13304,13335,377956,1535082,1541001,1541007,1541041,1543495,1543504,1543544,1543946,1543950,1544050,1544207,1544258
0,1,9,17,3581,7906,7932,12999,13305,13335,292442,1534431,1541001,1541009,1541015,1543495,1543504,1543515,1543948,1543958,1544027,1544191,1544251
0,1,9,18,3582,7908,7931,12997,13304,13335,324251,1534420,1541001,1541007,1541028,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544257
1,1,9,17,3581,7906,10648,12997,13306,13334,291516,1534676,1541001,1541007,1541061,1543495,1543504,1543523,1543946,1543951,1544018,1544187,1544260
1,1,9,21,3584,7909,7931,12997,13304,13335,454370,1534810,1541001,1541007,1541077,1543496,1543505,1543550,1543947,1543951,1544018,1544195,1544255
1,1,9,447,3919,7908,7931,12997,13304,13335,291516,1534510,1541001,1541007,1541068,1543495,1543504,1543571,1543947,1543968,1544018,1544196,1544250
0,1,10,19,3583,7907,7931,12997,13304,13335,291516,1534784,1541001,1541007,1541053,1543495,1543504,1543525,1543946,1543951,1544018,1544187,1544271
0,1,9,17,3581,7906,7936,13004,13306,13334,291516,1534603,1541001,1541007,1541105,1543495,1543504,1543554,1543946,1543955,1544020,1544199,1544251
0,1,9,37,3602,7907,7931,12997,13304,13335,297794,1534417,1541001,1541007,1541200,1543495,1543504,1543578,1543945,1543952,1544024,1544205,1544258
0,1,9,18,3582,7908,7931,12997,13304,13335,310761,1534427,1541001,1541007,1541029,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544252
0,1,10,53,3615,7908,7931,12997,13304,13335,358552,1534437,1541001,1541007,1541075,1543495,1543504,1543547,1543946,1543954,1544018,1544206,1544254
0,1,9,17,3581,7906,7946,13009,13305,41684,291574,1535584,1541001,1541007,1541259,1543496,1543504,1543536,1543945,1543950,1544018,1544193,1544252
0,1,9,274,3656,7907,7931,12997,13304,13335,291516,1534415,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543959,1544030,1544190,1544260
0,1,10,19,3583,7907,7931,12997,13304,13335,508404,1534496,1541001,1541007,1541140,1543495,1543504,1543538,1543947,1543950,1544020,1544187,1544262
0,1,10,112,3662,7912,7931,12997,13304,13335,881142,1537608,1541001,1541007,1542357,1543495,1543504,1543784,1543945,1543953,1544112,1544213,1544254
0,1,9,65,3628,7913,7931,12997,13304,13335,345990,1534470,1541001,1541007,1541055,1543495,1543504,1543536,1543945,1543950,1544019,1544193,1544248
1,1,9,69,3630,7909,7931,12997,13304,13335,292192,1534457,1541001,1541007,1541035,1543495,1543504,1543541,1543946,1543951,1544027,1544187,1544252
0,1,9,17,3581,7906,7971,12998,13305,88830,349374,1534463,1541001,1541007,1541032,1543495,1543504,1543537,1543946,1543966,1544018,1544203,1544259
0,1,9,18,3582,7908,7931,12997,13304,13335,294506,1534457,1541001,1541007,1541107,1543495,1543504,1543524,1543945,1543965,1544018,1544188,1544255
0,1,9,17,3581,7906,7933,13000,13305,122374,291516,1534460,1541001,1541007,1541302,1543495,1543504,1543591,1543947,1543951,1544018,1544194,1544248
0,1,10,22,3586,7907,7931,12997,13304,13335,529598,1534412,1541001,1541007,1541209,1543495,1543504,1543553,1543945,1543957,1544018,1544209,1544249
0,1,9,38,3601,7907,7931,12997,13304,13335,291516,1534411,1541001,1541007,1541362,1543495,1543504,1543521,1543945,1543950,1544030,1544188,1544259
0,1,10,51,3611,7909,7931,12997,13304,13335,291516,1534413,1541001,1541007,1541088,1543495,1543504,1543557,1543947,1543951,1544030,1544194,1544261
0,1,10,23,3587,7907,7931,12997,13304,13335,291516,1534418,1541001,1541007,1541021,1543495,1543504,1543517,1543946,1543952,1544022,1544187,1544248
0,1,9,28,3588,7907,7931,12997,13304,13335,858031,1534938,1541001,1541007,1541044,1543495,1543504,1543555,1543947,1543968,1544018,1544196,1544254
0,1,9,17,3581,7906,7935,12998,13308,13335,291516,1534411,1541001,1541007,1541099,1543495,1543504,1543549,1543946,1543950,1544018,1544187,1544253
0,1,9,17,3581,7906,7978,13006,13305,13335,291516,1534459,1541001,1541007,1541027,1543495,1543504,1543514,1543945,1543950,1544019,1544189,1544258
0,1,10,30,3593,7907,7931,12997,13304,13335,323403,1534556,1541001,1541007,1541017,1543495,1543504,1543516,1543945,1543960,1544024,1544190,1544260
0,1,10,26,3590,7907,7931,12997,13304,13335,363394,1534409,1541001,1541007,1541042,1543495,1543504,1543551,1543945,1543965,1544024,1544202,1544251
0,1,9,17,3581,7906,7935,12998,13308,13335,291516,1534556,1541001,1541007,1541375,1543495,1543504,1543599,1543946,1543979,1544018,1544187,1544259
0,1,9,17,3581,7906,7939,12998,13307,13335,291516,1535434,1541001,1541008,1541048,1543495,1543504,1543533,1543945,1543950,1544071,1544188,1544252
1,1,10,26,3590,7907,7931,12997,13304,13335,291516,1534417,1541001,1541007,1541164,1543495,1543504,1543528,1543945,1543950,1544018,1544188,1544266
0,1,10,31,3595,7907,7931,12997,13304,13335,301464,1534487,1541001,1541007,1541050,1543495,1543504,1543560,1543945,1543961,1544024,1544190,1544257
1,1,9,18,3582,7908,7931,12997,13304,13335,291517,1534409,1541001,1541007,1541030,1543495,1543504,1543514,1543945,1543950,1544018,1544189,1544257
1,1,9,17,3581,7906,8003,12997,13305,13335,344733,1535622,1541001,1541007,1541075,1543495,1543504,1543547,1543946,1543954,1544166,1544206,1544252
0,1,9,17,3581,7906,7932,12999,13305,13335,298575,1534520,1541001,1541009,1541015,1543495,1543504,1543515,1543948,1543953,1544027,1544191,1544269
0,1,9,29,3592,7907,7931,12997,13304,13335,291984,1534836,1541001,1541007,1541189,1543495,1543504,1543523,1543946,1543951,1544018,1544187,1544259
0,1,10,180,3673,7909,7931,12997,13304,13335,319819,1534475,1541001,1541008,1541020,1543495,1543504,1543530,1543946,1543958,1544024,1544187,1544256
